0.898761383,0.718423222
2.143754226,0.718249703
3.388920586,0.716819914
4.634173706,0.714761988
5.879340067,0.713332199
7.1252005,0.706877323
8.371928524,0.694141089
9.371707663,0.666599852
10.33585671,0.639489808
11.12339163,0.603412489
11.80481192,0.563012915
12.12955117,0.529677101
12.67327035,0.499032636
13.17589463,0.465462655
13.63699024,0.432107836
14.09828829,0.397287368
14.60120177,0.3616236
15.14584224,0.324308932
15.64789227,0.294896611
16.10842394,0.265624675
16.69354166,0.235707251
17.6172367,0.201031711
18.44033251,0.165024213
19.46033702,0.134123933
20.54616137,0.113134845
21.27781931,0.095310811
22.39965763,0.08541854
23.6462989,0.073310443
24.89250637,0.064343024
26.13845356,0.057260012
27.38405372,0.052689544
28.67178987,0.043506962
29.59370841,0.02169325
30.87619357,0.007606054
32.12118641,0.007432536
33.36617925,0.007259018
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,